time,ZEC,XRP,XMR,NEO,LTC,ETH,ETC,DASH,BTC,BCH
2014-02-14,,,,,16.76,,,0.25,427.68,
2014-02-13,,,,,16.42,,,0.25,451.44,
2014-02-12,,,,,19.49,,,0.1,531.13,
2014-02-11,,,,,16.3,,,0.1,578.96,
2014-02-10,,,,,17.9,,,0.1,582.63,
2014-02-09,,,,,18.7,,,0.1,659.57,
2014-02-08,,,,,17.5,,,0.07,648.78,
2014-02-07,,,,,18.89,,,,695.65,
2014-02-06,,,,,19.8,,,,828.87,
2014-02-05,,,,,21.2,,,,904.52,
2014-02-04,,,,,21.07,,,,926.64,
2014-02-03,,,,,21.41,,,,931.71,
2014-02-02,,,,,21.87,,,,953.31,
2014-02-01,,,,,21.46,,,,940.42,
2014-01-31,,,,,21.59,,,,938.85,
2014-01-30,,,,,20.72,,,,941.39,
2014-01-29,,,,,21.7,,,,925.67,
2014-01-28,,,,,22.88,,,,932.68,
2014-01-27,,,,,20.78,,,,943.54,
2014-01-26,,,,,22.34,,,,1007.0,
2014-01-25,,,,,22.26,,,,961.05,
2014-01-24,,,,,21.05,,,,916.55,
2014-01-23,,,,,22.3,,,,944.16,
2014-01-22,,,,,23.0,,,,950.95,
2014-01-21,,,,,25.49,,,,962.21,
2014-01-20,,,,,24.28,,,,955.95,
2014-01-19,,,,,24.9,,,,954.8,
2014-01-18,,,,,24.94,,,,905.72,
2014-01-17,,,,,24.0,,,,894.16,
2014-01-16,,,,,24.01,,,,913.49,
2014-01-15,,,,,24.52,,,,941.22,
2014-01-14,,,,,24.52,,,,919.28,
2014-01-13,,,,,25.01,,,,922.91,
2014-01-12,,,,,25.39,,,,939.79,
2014-01-11,,,,,26.35,,,,1005.32,
2014-01-10,,,,,24.06,,,,957.76,
2014-01-09,,,,,24.5,,,,936.95,
2014-01-08,,,,,24.9,,,,938.84,
2014-01-07,,,,,23.0,,,,879.9,
2014-01-06,,,,,28.7,,,,1012.65,
2014-01-05,,,,,26.01,,,,1014.74,
2014-01-04,,,,,24.05,,,,924.69,
2014-01-03,,,,,25.49,,,,884.26,
2014-01-02,,,,,26.6,,,,856.91,
2014-01-01,,,,,24.77,,,,815.94,
2013-12-31,,,,,23.55,,,,805.94,
2013-12-30,,,,,24.96,,,,804.83,
2013-12-29,,,,,24.51,,,,784.96,
2013-12-28,,,,,22.33,,,,761.99,
2013-12-27,,,,,22.06,,,,803.05,
2013-12-26,,,,,24.97,,,,801.98,
2013-12-25,,,,,22.06,,,,707.25,
2013-12-24,,,,,18.0,,,,702.75,
2013-12-23,,,,,17.2,,,,713.24,
2013-12-22,,,,,18.0,,,,639.49,
2013-12-21,,,,,17.13,,,,640.48,
2013-12-20,,,,,18.85,,,,649.96,
2013-12-19,,,,,19.8,,,,731.95,
2013-12-18,,,,,13.0,,,,540.98,
2013-12-17,,,,,23.74,,,,714.97,
2013-12-16,,,,,25.77,,,,759.92,
2013-12-15,,,,,30.92,,,,919.88,
2013-12-14,,,,,30.01,,,,908.94,
2013-12-13,,,,,30.59,,,,936.77,
2013-12-12,,,,,31.0,,,,899.98,
2013-12-11,,,,,31.57,,,,919.93,
2013-12-10,,,,,35.26,,,,1033.72,
2013-12-09,,,,,31.98,,,,918.95,
2013-12-08,,,,,27.93,,,,803.96,
2013-12-07,,,,,22.78,,,,697.02,
2013-12-06,,,,,32.0,,,,845.02,
2013-12-05,,,,,38.0,,,,1106.35,
2013-12-04,,,,,32.2,,,,1237.55,
2013-12-03,,,,,33.0,,,,1154.86,
2013-12-02,,,,,33.51,,,,1096.56,
2013-12-01,,,,,35.3,,,,1004.39,
2013-11-30,,,,,41.0,,,,1205.66,
2013-11-29,,,,,41.0,,,,1206.93,
2013-11-28,,,,,46.1,,,,1101.38,
2013-11-27,,,,,35.99,,,,1079.89,
2013-11-26,,,,,20.5,,,,969.96,
2013-11-25,,,,,12.0,,,,829.99,
2013-11-24,,,,,10.0,,,,795.01,
2013-11-23,,,,,12.8,,,,832.5,
2013-11-22,,,,,10.0,,,,802.0,
2013-11-21,,,,,9.0,,,,764.91,
2013-11-20,,,,,9.0,,,,637.97,
2013-11-19,,,,,9.0,,,,645.69,
2013-11-18,,,,,5.0,,,,785.43,
2013-11-17,,,,,4.25,,,,528.3,
2013-11-16,,,,,4.25,,,,461.96,
2013-11-15,,,,,5.0,,,,433.92,
2013-11-14,,,,,3.0,,,,433.4,
2013-11-13,,,,,5.0,,,,434.85,
2013-11-12,,,,,3.2,,,,380.04,
2013-11-11,,,,,3.2,,,,362.98,
2013-11-10,,,,,3.2,,,,336.32,
2013-11-09,,,,,3.2,,,,367.79,
2013-11-08,,,,,3.2,,,,355.0,
2013-11-07,,,,,3.2,,,,309.65,
2013-11-06,,,,,3.0,,,,264.1,
2013-11-05,,,,,3.0,,,,251.3,
2013-11-04,,,,,3.0,,,,238.16,
2013-11-03,,,,,3.0,,,,224.0,
2013-11-02,,,,,3.0,,,,211.69,
2013-11-01,,,,,3.0,,,,213.43,
2013-10-31,,,,,3.0,,,,211.17,
2013-10-30,,,,,3.0,,,,208.0,
2013-10-29,,,,,3.0,,,,216.0,
2013-10-28,,,,,3.0,,,,206.9,
2013-10-27,,,,,3.0,,,,206.91,
2013-10-26,,,,,3.0,,,,188.56,
2013-10-25,,,,,3.0,,,,197.88,
2013-10-24,,,,,3.0,,,,206.98,
2013-10-23,,,,,,,,,227.97,
2013-10-22,,,,,,,,,202.99,
2013-10-21,,,,,,,,,192.78,
2013-10-20,,,,,,,,,186.1,
2013-10-19,,,,,,,,,183.15,
2013-10-18,,,,,,,,,168.28,
2013-10-17,,,,,,,,,157.59,
2013-10-16,,,,,,,,,152.82,
2013-10-15,,,,,,,,,158.09,
2013-10-14,,,,,,,,,151.37,
2013-10-13,,,,,,,,,147.53,
2013-10-12,,,,,,,,,142.89,
2013-10-11,,,,,,,,,140.1,
2013-10-10,,,,,,,,,140.41,
2013-10-09,,,,,,,,,139.5,
2013-10-08,,,,,,,,,136.49,
2013-10-07,,,,,,,,,135.8,
2013-10-06,,,,,,,,,137.8,
2013-10-05,,,,,,,,,136.7,
2013-10-04,,,,,,,,,136.82,
2013-10-03,,,,,,,,,130.99,
2013-10-02,,,,,,,,,123.0,
2013-10-01,,,,,,,,,140.3,
2013-09-30,,,,,,,,,141.9,
2013-09-29,,,,,,,,,143.88,
2013-09-28,,,,,,,,,142.5,
2013-09-27,,,,,,,,,138.93,
2013-09-26,,,,,,,,,137.1,
2013-09-25,,,,,,,,,135.0,
2013-09-24,,,,,,,,,134.78,
2013-09-23,,,,,,,,,133.4,
2013-09-22,,,,,,,,,134.0,
2013-09-21,,,,,,,,,134.38,
2013-09-20,,,,,,,,,133.81,
2013-09-19,,,,,,,,,135.05,
2013-09-18,,,,,,,,,140.41,
2013-09-17,,,,,,,,,139.15,
2013-09-16,,,,,,,,,139.42,
2013-09-15,,,,,,,,,138.3,
2013-09-14,,,,,,,,,136.71,
2013-09-13,,,,,,,,,140.66,
2013-09-12,,,,,,,,,139.35,
2013-09-11,,,,,,,,,142.1,
2013-09-10,,,,,,,,,132.62,
2013-09-09,,,,,,,,,133.1,
2013-09-08,,,,,,,,,126.32,
2013-09-07,,,,,,,,,128.99,
2013-09-06,,,,,,,,,121.9,
2013-09-05,,,,,,,,,130.2,
2013-09-04,,,,,,,,,132.51,
2013-09-03,,,,,,,,,144.0,
2013-09-02,,,,,,,,,144.0,
2013-09-01,,,,,,,,,146.01,
2013-08-31,,,,,,,,,141.0,
2013-08-30,,,,,,,,,138.03,
2013-08-29,,,,,,,,,129.3,
2013-08-28,,,,,,,,,128.76,
2013-08-27,,,,,,,,,131.29,
2013-08-26,,,,,,,,,120.07,
2013-08-25,,,,,,,,,122.11,
2013-08-24,,,,,,,,,119.6,
2013-08-23,,,,,,,,,118.51,
2013-08-22,,,,,,,,,122.0,
2013-08-21,,,,,,,,,123.3,
2013-08-20,,,,,,,,,121.2,
2013-08-19,,,,,,,,,118.5,
2013-08-18,,,,,,,,,113.38,
2013-08-17,,,,,,,,,112.75,
2013-08-16,,,,,,,,,108.99,
2013-08-15,,,,,,,,,109.99,
2013-08-14,,,,,,,,,112.56,
2013-08-13,,,,,,,,,109.6,
2013-08-12,,,,,,,,,106.81,
2013-08-11,,,,,,,,,105.0,
2013-08-10,,,,,,,,,103.0,
2013-08-09,,,,,,,,,102.8,
2013-08-08,,,,,,,,,103.05,
2013-08-07,,,,,,,,,105.99,
2013-08-06,,,,,,,,,106.56,
2013-08-05,,,,,,,,,106.72,
2013-08-04,,,,,,,,,105.12,
2013-08-03,,,,,,,,,104.95,
2013-08-02,,,,,,,,,104.5,
2013-08-01,,,,,,,,,104.0,
2013-07-31,,,,,,,,,106.21,
2013-07-30,,,,,,,,,107.96,
2013-07-29,,,,,,,,,101.48,
2013-07-28,,,,,,,,,98.78,
2013-07-27,,,,,,,,,94.4,
2013-07-26,,,,,,,,,96.02,
2013-07-25,,,,,,,,,96.95,
2013-07-24,,,,,,,,,95.09,
2013-07-23,,,,,,,,,95.56,
2013-07-22,,,,,,,,,91.6,
2013-07-21,,,,,,,,,92.0,
2013-07-20,,,,,,,,,89.82,
2013-07-19,,,,,,,,,92.0,
2013-07-18,,,,,,,,,90.07,
2013-07-17,,,,,,,,,98.5,
2013-07-16,,,,,,,,,97.1,
2013-07-15,,,,,,,,,98.89,
2013-07-14,,,,,,,,,94.42,
2013-07-13,,,,,,,,,98.32,
2013-07-12,,,,,,,,,93.99,
2013-07-11,,,,,,,,,88.98,
2013-07-10,,,,,,,,,88.0,
2013-07-09,,,,,,,,,76.7,
2013-07-08,,,,,,,,,76.0,
2013-07-07,,,,,,,,,76.5,
2013-07-06,,,,,,,,,69.66,
2013-07-05,,,,,,,,,68.5,
2013-07-04,,,,,,,,,80.04,
2013-07-03,,,,,,,,,78.89,
2013-07-02,,,,,,,,,90.41,
2013-07-01,,,,,,,,,88.05,
2013-06-30,,,,,,,,,97.51,
2013-06-29,,,,,,,,,95.0,
2013-06-28,,,,,,,,,94.66,
2013-06-27,,,,,,,,,101.74,
2013-06-26,,,,,,,,,104.0,
2013-06-25,,,,,,,,,103.33,
2013-06-24,,,,,,,,,102.09,
2013-06-23,,,,,,,,,107.9,
2013-06-22,,,,,,,,,108.2,
2013-06-21,,,,,,,,,109.5,
2013-06-20,,,,,,,,,111.29,
2013-06-19,,,,,,,,,108.25,
2013-06-18,,,,,,,,,107.35,
2013-06-17,,,,,,,,,101.95,
2013-06-16,,,,,,,,,99.9,
2013-06-15,,,,,,,,,99.8,
2013-06-14,,,,,,,,,100.0,
2013-06-13,,,,,,,,,103.95,
2013-06-12,,,,,,,,,108.78,
2013-06-11,,,,,,,,,109.0,
2013-06-10,,,,,,,,,106.35,
2013-06-09,,,,,,,,,100.44,
2013-06-08,,,,,,,,,107.89,
2013-06-07,,,,,,,,,111.0,
2013-06-06,,,,,,,,,118.97,
2013-06-05,,,,,,,,,121.9,
2013-06-04,,,,,,,,,121.4,
2013-06-03,,,,,,,,,120.74,
2013-06-02,,,,,,,,,122.5,
2013-06-01,,,,,,,,,129.3,
2013-05-31,,,,,,,,,128.82,
2013-05-30,,,,,,,,,128.8,
2013-05-29,,,,,,,,,132.25,
2013-05-28,,,,,,,,,129.0,
2013-05-27,,,,,,,,,129.77,
2013-05-26,,,,,,,,,133.5,
2013-05-25,,,,,,,,,131.99,
2013-05-24,,,,,,,,,133.1,
2013-05-23,,,,,,,,,126.3,
2013-05-22,,,,,,,,,123.8,
2013-05-21,,,,,,,,,122.89,
2013-05-20,,,,,,,,,122.02,
2013-05-19,,,,,,,,,122.5,
2013-05-18,,,,,,,,,123.21,
2013-05-17,,,,,,,,,123.5,
2013-05-16,,,,,,,,,118.21,
2013-05-15,,,,,,,,,114.22,
2013-05-14,,,,,,,,,111.4,
2013-05-13,,,,,,,,,117.98,
2013-05-12,,,,,,,,,114.82,
2013-05-11,,,,,,,,,115.64,
2013-05-10,,,,,,,,,117.7,
2013-05-09,,,,,,,,,112.8,
2013-05-08,,,,,,,,,113.2,
2013-05-07,,,,,,,,,109.6,
2013-05-06,,,,,,,,,112.25,
2013-05-05,,,,,,,,,115.98,
2013-05-04,,,,,,,,,112.9,
2013-05-03,,,,,,,,,98.1,
2013-05-02,,,,,,,,,106.25,
2013-05-01,,,,,,,,,116.38,
2013-04-30,,,,,,,,,139.23,
2013-04-29,,,,,,,,,144.0,
2013-04-28,,,,,,,,,134.44,
2013-04-27,,,,,,,,,128.0,
2013-04-26,,,,,,,,,136.9,
2013-04-25,,,,,,,,,141.71,
2013-04-24,,,,,,,,,154.2,
2013-04-23,,,,,,,,,143.48,
2013-04-22,,,,,,,,,127.4,
2013-04-21,,,,,,,,,119.2,
2013-04-20,,,,,,,,,126.62,
2013-04-19,,,,,,,,,118.48,
2013-04-18,,,,,,,,,109.01,
2013-04-17,,,,,,,,,93.07,
2013-04-16,,,,,,,,,68.36,
2013-04-15,,,,,,,,,82.39,
2013-04-14,,,,,,,,,90.0,
2013-04-13,,,,,,,,,93.0,
2013-04-12,,,,,,,,,117.0,
2013-04-11,,,,,,,,,124.9,
2013-04-10,,,,,,,,,165.0,
2013-04-09,,,,,,,,,230.0,
2013-04-08,,,,,,,,,187.5,
2013-04-07,,,,,,,,,162.3,
2013-04-06,,,,,,,,,142.63,
2013-04-05,,,,,,,,,142.32,
2013-04-04,,,,,,,,,132.12,
2013-04-03,,,,,,,,,135.0,
2013-04-02,,,,,,,,,117.98,
2013-04-01,,,,,,,,,104.0,
2013-03-31,,,,,,,,,93.03,
2013-03-30,,,,,,,,,92.19,
2013-03-29,,,,,,,,,90.5,
2013-03-28,,,,,,,,,86.18,
2013-03-27,,,,,,,,,88.92,
2013-03-26,,,,,,,,,78.5,
2013-03-25,,,,,,,,,73.6,
2013-03-24,,,,,,,,,71.5,
2013-03-23,,,,,,,,,64.35,
2013-03-22,,,,,,,,,69.87,
2013-03-21,,,,,,,,,70.85,
2013-03-20,,,,,,,,,64.49,
2013-03-19,,,,,,,,,59.14,
2013-03-18,,,,,,,,,51.6,
2013-03-17,,,,,,,,,47.4,
2013-03-16,,,,,,,,,47.0,
2013-03-15,,,,,,,,,46.95,
2013-03-14,,,,,,,,,47.17,
2013-03-13,,,,,,,,,46.92,
2013-03-12,,,,,,,,,44.29,
2013-03-11,,,,,,,,,48.4,
2013-03-10,,,,,,,,,46.0,
2013-03-09,,,,,,,,,46.85,
2013-03-08,,,,,,,,,44.18,
2013-03-07,,,,,,,,,42.0,
2013-03-06,,,,,,,,,41.02,
2013-03-05,,,,,,,,,40.33,
2013-03-04,,,,,,,,,36.15,
2013-03-03,,,,,,,,,34.5,
2013-03-02,,,,,,,,,34.25,
2013-03-01,,,,,,,,,34.5,
2013-02-28,,,,,,,,,33.38,
2013-02-27,,,,,,,,,30.9,
2013-02-26,,,,,,,,,31.1,
2013-02-25,,,,,,,,,30.4,
2013-02-24,,,,,,,,,29.89,
2013-02-23,,,,,,,,,29.8,
2013-02-22,,,,,,,,,30.25,
2013-02-21,,,,,,,,,29.75,
2013-02-20,,,,,,,,,29.65,
2013-02-19,,,,,,,,,29.42,
2013-02-18,,,,,,,,,26.95,
2013-02-17,,,,,,,,,26.81,
2013-02-16,,,,,,,,,27.22,
2013-02-15,,,,,,,,,27.1,
2013-02-14,,,,,,,,,27.22,
2013-02-13,,,,,,,,,24.2,
2013-02-12,,,,,,,,,25.17,
2013-02-11,,,,,,,,,24.65,
2013-02-10,,,,,,,,,23.97,
2013-02-09,,,,,,,,,23.65,
2013-02-08,,,,,,,,,22.66,
2013-02-07,,,,,,,,,22.15,
2013-02-06,,,,,,,,,21.18,
2013-02-05,,,,,,,,,20.6,
2013-02-04,,,,,,,,,20.43,
2013-02-03,,,,,,,,,20.59,
2013-02-02,,,,,,,,,19.63,
2013-02-01,,,,,,,,,20.5,
2013-01-31,,,,,,,,,20.41,
2013-01-30,,,,,,,,,19.7,
2013-01-29,,,,,,,,,19.53,
2013-01-28,,,,,,,,,18.72,
2013-01-27,,,,,,,,,17.82,
2013-01-26,,,,,,,,,17.88,
2013-01-25,,,,,,,,,17.4,
2013-01-24,,,,,,,,,16.9,
2013-01-23,,,,,,,,,17.5,
2013-01-22,,,,,,,,,17.26,
2013-01-21,,,,,,,,,16.8,
2013-01-20,,,,,,,,,15.7,
2013-01-19,,,,,,,,,15.62,
2013-01-18,,,,,,,,,15.7,
2013-01-17,,,,,,,,,15.5,
2013-01-16,,,,,,,,,14.73,
2013-01-15,,,,,,,,,14.25,
2013-01-14,,,,,,,,,14.3,
2013-01-13,,,,,,,,,14.12,
2013-01-12,,,,,,,,,14.24,
2013-01-11,,,,,,,,,14.14,
2013-01-10,,,,,,,,,14.14,
2013-01-09,,,,,,,,,13.77,
2013-01-08,,,,,,,,,13.74,
2013-01-07,,,,,,,,,13.59,
2013-01-06,,,,,,,,,13.45,
2013-01-05,,,,,,,,,13.44,
2013-01-04,,,,,,,,,13.5,
2013-01-03,,,,,,,,,13.4,
2013-01-02,,,,,,,,,13.28,
2013-01-01,,,,,,,,,13.3,
2012-12-31,,,,,,,,,13.51,
2012-12-30,,,,,,,,,13.45,
2012-12-29,,,,,,,,,13.4,
2012-12-28,,,,,,,,,13.42,
2012-12-27,,,,,,,,,13.42,
2012-12-26,,,,,,,,,13.47,
2012-12-25,,,,,,,,,13.35,
2012-12-24,,,,,,,,,13.38,
2012-12-23,,,,,,,,,13.31,
2012-12-22,,,,,,,,,13.37,
2012-12-21,,,,,,,,,13.5,
2012-12-20,,,,,,,,,13.52,
2012-12-19,,,,,,,,,13.6,
2012-12-18,,,,,,,,,13.3,
2012-12-17,,,,,,,,,13.25,
2012-12-16,,,,,,,,,13.3,
2012-12-15,,,,,,,,,13.49,
2012-12-14,,,,,,,,,13.6,
2012-12-13,,,,,,,,,13.7,
2012-12-12,,,,,,,,,13.7,
2012-12-11,,,,,,,,,13.56,
2012-12-10,,,,,,,,,13.43,
2012-12-09,,,,,,,,,13.39,
2012-12-08,,,,,,,,,13.42,
2012-12-07,,,,,,,,,13.5,
2012-12-06,,,,,,,,,13.3,
2012-12-05,,,,,,,,,13.38,
2012-12-04,,,,,,,,,13.41,
2012-12-03,,,,,,,,,12.68,
2012-12-02,,,,,,,,,12.5,
2012-12-01,,,,,,,,,12.56,
2012-11-30,,,,,,,,,12.57,
2012-11-29,,,,,,,,,12.45,
2012-11-28,,,,,,,,,12.35,
2012-11-27,,,,,,,,,12.2,
2012-11-26,,,,,,,,,12.25,
2012-11-25,,,,,,,,,12.48,
2012-11-24,,,,,,,,,12.41,
2012-11-23,,,,,,,,,12.35,
2012-11-22,,,,,,,,,12.42,
2012-11-21,,,,,,,,,11.77,
2012-11-20,,,,,,,,,11.73,
2012-11-19,,,,,,,,,11.8,
2012-11-18,,,,,,,,,11.65,
2012-11-17,,,,,,,,,11.79,
2012-11-16,,,,,,,,,11.75,
2012-11-15,,,,,,,,,11.2,
2012-11-14,,,,,,,,,10.95,
2012-11-13,,,,,,,,,10.95,
2012-11-12,,,,,,,,,11.01,
2012-11-11,,,,,,,,,10.87,
2012-11-10,,,,,,,,,10.89,
2012-11-09,,,,,,,,,10.82,
2012-11-08,,,,,,,,,10.93,
2012-11-07,,,,,,,,,10.92,
2012-11-06,,,,,,,,,10.9,
2012-11-05,,,,,,,,,10.75,
2012-11-04,,,,,,,,,10.8,
2012-11-03,,,,,,,,,10.64,
2012-11-02,,,,,,,,,10.47,
2012-11-01,,,,,,,,,10.57,
2012-10-31,,,,,,,,,11.2,
2012-10-30,,,,,,,,,10.89,
2012-10-29,,,,,,,,,10.6,
2012-10-28,,,,,,,,,10.7,
2012-10-27,,,,,,,,,10.26,
2012-10-26,,,,,,,,,10.17,
2012-10-25,,,,,,,,,10.86,
2012-10-24,,,,,,,,,11.65,
2012-10-23,,,,,,,,,11.65,
2012-10-22,,,,,,,,,11.71,
2012-10-21,,,,,,,,,11.63,
2012-10-20,,,,,,,,,11.74,
2012-10-19,,,,,,,,,11.74,
2012-10-18,,,,,,,,,11.94,
2012-10-17,,,,,,,,,11.81,
2012-10-16,,,,,,,,,11.85,
2012-10-15,,,,,,,,,11.84,
2012-10-14,,,,,,,,,11.74,
2012-10-13,,,,,,,,,11.86,
2012-10-12,,,,,,,,,12.0,
2012-10-11,,,,,,,,,12.03,
2012-10-10,,,,,,,,,12.12,
2012-10-09,,,,,,,,,11.9,
2012-10-08,,,,,,,,,11.78,
2012-10-07,,,,,,,,,11.8,
2012-10-06,,,,,,,,,12.51,
2012-10-05,,,,,,,,,12.69,
2012-10-04,,,,,,,,,12.85,
2012-10-03,,,,,,,,,12.89,
2012-10-02,,,,,,,,,12.84,
2012-10-01,,,,,,,,,12.4,
2012-09-30,,,,,,,,,12.4,
2012-09-29,,,,,,,,,12.36,
2012-09-28,,,,,,,,,12.39,
2012-09-27,,,,,,,,,12.31,
2012-09-26,,,,,,,,,12.27,
2012-09-25,,,,,,,,,12.2,
2012-09-24,,,,,,,,,12.1,
2012-09-23,,,,,,,,,12.19,
2012-09-22,,,,,,,,,12.24,
2012-09-21,,,,,,,,,12.37,
2012-09-20,,,,,,,,,12.28,
2012-09-19,,,,,,,,,12.57,
2012-09-18,,,,,,,,,12.25,
2012-09-17,,,,,,,,,11.89,
2012-09-16,,,,,,,,,11.87,
2012-09-15,,,,,,,,,11.75,
2012-09-14,,,,,,,,,11.67,
2012-09-13,,,,,,,,,11.4,
2012-09-12,,,,,,,,,11.36,
2012-09-11,,,,,,,,,11.33,
2012-09-10,,,,,,,,,11.17,
2012-09-09,,,,,,,,,11.02,
2012-09-08,,,,,,,,,11.04,
2012-09-07,,,,,,,,,11.0,
2012-09-06,,,,,,,,,11.18,
2012-09-05,,,,,,,,,11.0,
2012-09-04,,,,,,,,,10.38,
2012-09-03,,,,,,,,,10.53,
2012-09-02,,,,,,,,,10.2,
2012-09-01,,,,,,,,,9.97,
2012-08-31,,,,,,,,,10.16,
2012-08-30,,,,,,,,,10.78,
2012-08-29,,,,,,,,,10.92,
2012-08-28,,,,,,,,,10.94,
2012-08-27,,,,,,,,,10.95,
2012-08-26,,,,,,,,,10.61,
2012-08-25,,,,,,,,,10.52,
2012-08-24,,,,,,,,,10.6,
2012-08-23,,,,,,,,,10.1,
2012-08-22,,,,,,,,,9.81,
2012-08-21,,,,,,,,,9.92,
2012-08-20,,,,,,,,,10.1,
2012-08-19,,,,,,,,,8.0,
2012-08-18,,,,,,,,,11.61,
2012-08-17,,,,,,,,,11.58,
2012-08-16,,,,,,,,,13.5,
2012-08-15,,,,,,,,,13.25,
2012-08-14,,,,,,,,,12.19,
2012-08-13,,,,,,,,,12.04,
2012-08-12,,,,,,,,,11.62,
2012-08-11,,,,,,,,,11.51,
2012-08-10,,,,,,,,,11.39,
2012-08-09,,,,,,,,,11.06,
2012-08-08,,,,,,,,,11.06,
2012-08-07,,,,,,,,,11.1,
2012-08-06,,,,,,,,,10.86,
2012-08-05,,,,,,,,,10.87,
2012-08-04,,,,,,,,,10.98,
2012-08-03,,,,,,,,,10.97,
2012-08-02,,,,,,,,,10.53,
2012-08-01,,,,,,,,,9.55,
2012-07-31,,,,,,,,,9.35,
2012-07-30,,,,,,,,,9.1,
2012-07-29,,,,,,,,,8.71,
2012-07-28,,,,,,,,,8.89,
2012-07-27,,,,,,,,,8.9,
2012-07-26,,,,,,,,,8.9,
2012-07-25,,,,,,,,,8.8,
2012-07-24,,,,,,,,,8.6,
2012-07-23,,,,,,,,,8.45,
2012-07-22,,,,,,,,,8.41,
2012-07-21,,,,,,,,,8.85,
2012-07-20,,,,,,,,,8.52,
2012-07-19,,,,,,,,,8.87,
2012-07-18,,,,,,,,,9.11,
2012-07-17,,,,,,,,,8.8,
2012-07-16,,,,,,,,,8.5,
2012-07-15,,,,,,,,,7.62,
2012-07-14,,,,,,,,,7.54,
2012-07-13,,,,,,,,,7.67,
2012-07-12,,,,,,,,,7.76,
2012-07-11,,,,,,,,,7.15,
2012-07-10,,,,,,,,,7.2,
2012-07-09,,,,,,,,,7.02,
2012-07-08,,,,,,,,,6.8,
2012-07-07,,,,,,,,,6.76,
2012-07-06,,,,,,,,,6.65,
2012-07-05,,,,,,,,,6.67,
2012-07-04,,,,,,,,,6.51,
2012-07-03,,,,,,,,,6.45,
2012-07-02,,,,,,,,,6.76,
2012-07-01,,,,,,,,,6.63,
2012-06-30,,,,,,,,,6.69,
2012-06-29,,,,,,,,,6.65,
2012-06-28,,,,,,,,,6.61,
2012-06-27,,,,,,,,,6.65,
2012-06-26,,,,,,,,,6.42,
2012-06-25,,,,,,,,,6.3,
2012-06-24,,,,,,,,,6.35,
2012-06-23,,,,,,,,,6.43,
2012-06-22,,,,,,,,,6.55,
2012-06-21,,,,,,,,,6.68,
2012-06-20,,,,,,,,,6.67,
2012-06-19,,,,,,,,,6.5,
2012-06-18,,,,,,,,,6.31,
2012-06-17,,,,,,,,,6.16,
2012-06-16,,,,,,,,,6.4,
2012-06-15,,,,,,,,,6.5,
2012-06-14,,,,,,,,,5.95,
2012-06-13,,,,,,,,,5.93,
2012-06-12,,,,,,,,,5.7,
2012-06-11,,,,,,,,,5.57,
2012-06-10,,,,,,,,,5.47,
2012-06-09,,,,,,,,,5.56,
2012-06-08,,,,,,,,,5.63,
2012-06-07,,,,,,,,,5.59,
2012-06-06,,,,,,,,,5.46,
2012-06-05,,,,,,,,,5.44,
2012-06-04,,,,,,,,,5.27,
2012-06-03,,,,,,,,,5.21,
2012-06-02,,,,,,,,,5.25,
2012-06-01,,,,,,,,,5.27,
2012-05-31,,,,,,,,,5.18,
2012-05-30,,,,,,,,,5.14,
2012-05-29,,,,,,,,,5.15,
2012-05-28,,,,,,,,,5.14,
2012-05-27,,,,,,,,,5.14,
2012-05-26,,,,,,,,,5.1,
2012-05-25,,,,,,,,,5.15,
2012-05-24,,,,,,,,,5.12,
2012-05-23,,,,,,,,,5.14,
2012-05-22,,,,,,,,,5.1,
2012-05-21,,,,,,,,,5.1,
2012-05-20,,,,,,,,,5.09,
2012-05-19,,,,,,,,,5.1,
2012-05-18,,,,,,,,,5.12,
2012-05-17,,,,,,,,,5.1,
2012-05-16,,,,,,,,,5.09,
2012-05-15,,,,,,,,,5.04,
2012-05-14,,,,,,,,,5.01,
2012-05-13,,,,,,,,,4.93,
2012-05-12,,,,,,,,,4.95,
2012-05-11,,,,,,,,,4.96,
2012-05-10,,,,,,,,,4.85,
2012-05-09,,,,,,,,,5.04,
2012-05-08,,,,,,,,,5.05,
2012-05-07,,,,,,,,,5.06,
2012-05-06,,,,,,,,,5.05,
2012-05-05,,,,,,,,,5.08,
2012-05-04,,,,,,,,,5.07,
2012-05-03,,,,,,,,,5.13,
2012-05-02,,,,,,,,,5.07,
2012-05-01,,,,,,,,,5.0,
2012-04-30,,,,,,,,,4.95,
2012-04-29,,,,,,,,,4.9,
2012-04-28,,,,,,,,,4.98,
2012-04-27,,,,,,,,,5.11,
2012-04-26,,,,,,,,,5.1,
2012-04-25,,,,,,,,,5.13,
2012-04-24,,,,,,,,,5.1,
2012-04-23,,,,,,,,,4.96,
2012-04-22,,,,,,,,,5.2,
2012-04-21,,,,,,,,,5.26,
2012-04-20,,,,,,,,,5.35,
2012-04-19,,,,,,,,,5.14,
2012-04-18,,,,,,,,,5.12,
2012-04-17,,,,,,,,,4.98,
2012-04-16,,,,,,,,,4.93,
2012-04-15,,,,,,,,,4.97,
2012-04-14,,,,,,,,,4.96,
2012-04-13,,,,,,,,,4.94,
2012-04-12,,,,,,,,,4.92,
2012-04-11,,,,,,,,,4.93,
2012-04-10,,,,,,,,,4.84,
2012-04-09,,,,,,,,,4.87,
2012-04-08,,,,,,,,,4.79,
2012-04-07,,,,,,,,,4.69,
